C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res4_w2_tunable_l90.son DE_EMBEDDED Lk=8.5 l=90.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res4_w2_tunable_l90
4.465,-0.0145225
4.4675,-0.0145515
4.47,-0.0145804
4.4725,-0.0146095
4.475,-0.0146386
4.4775,-0.0146677
4.48,-0.0146969
4.4825,-0.0147262
4.485,-0.0147556
4.4875,-0.014785
4.49,-0.0148144
4.4925,-0.0148439
4.495,-0.0148735
4.4975,-0.0149031
4.5,-0.0149328
4.5025,-0.0149626
4.505,-0.0149924
4.5075,-0.0150223
4.51,-0.0150522
4.5125,-0.0150822
4.515,-0.0151123
4.5175,-0.0151424
4.52,-0.0151726
4.5225,-0.0152028
4.525,-0.0152331
4.5275,-0.0152635
4.53,-0.0152939
4.5325,-0.0153244
4.535,-0.015355
4.5375,-0.0153856
4.54,-0.0154163
4.5425,-0.0154471
4.545,-0.0154779
4.5475,-0.0155087
4.55,-0.0155397
4.5525,-0.0155707
4.555,-0.0156017
4.5575,-0.0156329
4.56,-0.0156641
4.5625,-0.0156953
4.565,-0.0157266
4.5675,-0.015758
4.57,-0.0157895
4.5725,-0.015821
4.575,-0.0158526
4.5775,-0.0158842
4.58,-0.0159159
4.5825,-0.0159477
4.585,-0.0159795
4.5875,-0.0160114
4.59,-0.0160434
4.5925,-0.0160755
4.595,-0.0161076
4.5975,-0.0161397
4.6,-0.016172
4.6025,-0.0162043
4.605,-0.0162367
4.6075,-0.0162691
4.61,-0.0163016
4.6125,-0.0163342
4.615,-0.0163668
4.6175,-0.0163995
4.62,-0.0164323
4.6225,-0.0164651
4.625,-0.0164981
4.6275,-0.016531
4.63,-0.0165641
4.6325,-0.0165972
4.635,-0.0166304
4.6375,-0.0166637
4.64,-0.016697
4.6425,-0.0167304
4.645,-0.0167639
4.6475,-0.0167974
4.65,-0.016831
4.6525,-0.0168647
4.655,-0.0168984
4.6575,-0.0169322
4.66,-0.0169661
4.6625,-0.0170001
4.665,-0.0170341
4.6675,-0.0170682
4.67,-0.0171024
4.6725,-0.0171366
4.675,-0.017171
4.6775,-0.0172053
4.68,-0.0172398
4.6825,-0.0172743
4.685,-0.0173089
4.6875,-0.0173436
4.69,-0.0173784
4.6925,-0.0174132
4.695,-0.0174481
4.6975,-0.0174831
4.7,-0.0175181
4.7025,-0.0175532
4.705,-0.0175884
4.7075,-0.0176237
4.71,-0.017659
4.7125,-0.0176944
4.715,-0.0177299
4.7175,-0.0177655
4.72,-0.0178011
4.7225,-0.0178368
4.725,-0.0178726
4.7275,-0.0179085
4.73,-0.0179444
4.7325,-0.0179804
4.735,-0.0180165
4.7375,-0.0180527
4.74,-0.0180889
4.7425,-0.0181253
4.745,-0.0181617
4.7475,-0.0181981
4.75,-0.0182347
4.7525,-0.0182713
4.755,-0.018308
4.7575,-0.0183448
4.76,-0.0183817
4.7625,-0.0184186
4.765,-0.0184557
4.7675,-0.0184928
4.77,-0.0185299
4.7725,-0.0185672
4.775,-0.0186045
4.7775,-0.018642
4.78,-0.0186795
4.7825,-0.018717
4.785,-0.0187547
4.7875,-0.0187924
4.79,-0.0188302
4.7925,-0.0188681
4.795,-0.0189061
4.7975,-0.0189442
4.8,-0.0189823
4.8025,-0.0190206
4.805,-0.0190589
4.8075,-0.0190972
4.81,-0.0191357
4.8125,-0.0191743
4.815,-0.0192129
4.8175,-0.0192516
4.82,-0.0192904
4.8225,-0.0193293
4.825,-0.0193683
4.8275,-0.0194073
4.83,-0.0194465
4.8325,-0.0194857
4.835,-0.019525
4.8375,-0.0195644
4.84,-0.0196039
4.8425,-0.0196434
4.845,-0.0196831
4.8475,-0.0197228
4.85,-0.0197626
4.8525,-0.0198025
4.855,-0.0198425
4.8575,-0.0198826
4.86,-0.0199227
4.8625,-0.019963
4.865,-0.0200033
4.8675,-0.0200437
4.87,-0.0200842
4.8725,-0.0201248
4.875,-0.0201655
4.8775,-0.0202063
4.88,-0.0202471
4.8825,-0.0202881
4.885,-0.0203291
4.8875,-0.0203703
4.89,-0.0204115
4.8925,-0.0204528
4.895,-0.0204942
4.8975,-0.0205357
4.9,-0.0205772
4.9025,-0.0206189
4.905,-0.0206607
4.9075,-0.0207025
4.91,-0.0207444
4.9125,-0.0207865
4.915,-0.0208286
4.9175,-0.0208708
4.92,-0.0209131
4.9225,-0.0209555
4.925,-0.020998
4.9275,-0.0210406
4.93,-0.0210833
4.9325,-0.021126
4.935,-0.0211689
4.9375,-0.0212119
4.94,-0.0212549
4.9425,-0.0212981
4.945,-0.0213413
4.9475,-0.0213846
4.95,-0.0214281
4.9525,-0.0214716
4.955,-0.0215152
4.9575,-0.0215589
4.96,-0.0216028
4.9625,-0.0216467
4.965,-0.0216907
4.9675,-0.0217348
4.97,-0.021779
4.9725,-0.0218233
4.975,-0.0218677
4.9775,-0.0219122
4.98,-0.0219568
4.9825,-0.0220014
4.985,-0.0220462
4.9875,-0.0220911
4.99,-0.0221361
4.9925,-0.0221812
4.995,-0.0222264
4.9975,-0.0222717
5,-0.0223171
5.0025,-0.0223626
5.005,-0.0224081
5.0075,-0.0224538
5.01,-0.0224996
5.0125,-0.0225455
5.015,-0.0225915
5.0175,-0.0226376
5.02,-0.0226838
5.0225,-0.0227301
5.025,-0.0227765
5.0275,-0.022823
5.03,-0.0228696
5.0325,-0.0229164
5.035,-0.0229632
5.0375,-0.0230101
5.04,-0.0230571
5.0425,-0.0231043
5.045,-0.0231515
5.0475,-0.0231989
5.05,-0.0232463
5.0525,-0.0232939
5.055,-0.0233415
5.0575,-0.0233893
5.06,-0.0234372
5.0625,-0.0234852
5.065,-0.0235333
5.0675,-0.0235815
5.07,-0.0236298
5.0725,-0.0236782
5.075,-0.0237267
5.0775,-0.0237753
5.08,-0.0238241
5.0825,-0.0238729
5.085,-0.0239219
5.0875,-0.023971
5.09,-0.0240202
5.0925,-0.0240695
5.095,-0.0241189
5.0975,-0.0241684
5.1,-0.024218
5.1025,-0.0242678
5.105,-0.0243176
5.1075,-0.0243676
5.11,-0.0244177
5.1125,-0.0244679
5.115,-0.0245182
5.1175,-0.0245686
5.12,-0.0246191
5.1225,-0.0246698
5.125,-0.0247205
5.1275,-0.0247714
5.13,-0.0248224
5.1325,-0.0248735
5.135,-0.0249248
5.1375,-0.0249761
5.14,-0.0250276
5.1425,-0.0250792
5.145,-0.0251308
5.1475,-0.0251827
5.15,-0.0252346
5.1525,-0.0252866
5.155,-0.0253388
5.1575,-0.0253911
5.16,-0.0254435
5.1625,-0.025496
5.165,-0.0255487
5.1675,-0.0256015
5.17,-0.0256543
5.1725,-0.0257074
5.175,-0.0257605
5.1775,-0.0258137
5.18,-0.0258671
5.1825,-0.0259206
5.185,-0.0259742
5.1875,-0.026028
5.19,-0.0260819
5.1925,-0.0261359
5.195,-0.02619
5.1975,-0.0262442
5.2,-0.0262986
5.2025,-0.0263531
5.205,-0.0264077
5.2075,-0.0264624
5.21,-0.0265173
5.2125,-0.0265723
5.215,-0.0266274
5.2175,-0.0266827
5.22,-0.026738
5.2225,-0.0267936
5.225,-0.0268492
5.2275,-0.026905
5.23,-0.0269609
5.2325,-0.0270169
5.235,-0.027073
5.2375,-0.0271293
5.24,-0.0271857
5.2425,-0.0272423
5.245,-0.0272989
5.2475,-0.0273558
5.25,-0.0274127
5.2525,-0.0274698
5.255,-0.027527
5.2575,-0.0275843
5.26,-0.0276418
5.2625,-0.0276994
5.265,-0.0277571
5.2675,-0.027815
5.27,-0.027873
5.2725,-0.0279312
5.275,-0.0279895
5.2775,-0.0280479
5.28,-0.0281064
5.2825,-0.0281651
5.285,-0.028224
5.2875,-0.0282829
5.29,-0.0283421
5.2925,-0.0284013
5.295,-0.0284607
5.2975,-0.0285202
5.3,-0.0285799
5.3025,-0.0286397
5.305,-0.0286996
5.3075,-0.0287597
5.31,-0.02882
5.3125,-0.0288803
5.315,-0.0289409
5.3175,-0.0290015
5.32,-0.0290623
5.3225,-0.0291233
5.325,-0.0291844
5.3275,-0.0292456
5.33,-0.029307
5.3325,-0.0293685
5.335,-0.0294302
5.3375,-0.029492
5.34,-0.0295539
5.3425,-0.0296161
5.345,-0.0296783
5.3475,-0.0297407
5.35,-0.0298033
5.3525,-0.029866
5.355,-0.0299288
5.3575,-0.0299918
5.36,-0.030055
5.3625,-0.0301183
5.365,-0.0301818
5.3675,-0.0302454
5.37,-0.0303091
5.3725,-0.030373
5.375,-0.0304371
5.3775,-0.0305013
5.38,-0.0305657
5.3825,-0.0306302
5.385,-0.0306949
5.3875,-0.0307597
5.39,-0.0308247
5.3925,-0.0308899
5.395,-0.0309552
5.3975,-0.0310206
5.4,-0.0310863
5.4025,-0.031152
5.405,-0.031218
5.4075,-0.0312841
5.41,-0.0313503
5.4125,-0.0314167
5.415,-0.0314833
5.4175,-0.03155
5.42,-0.0316169
5.4225,-0.031684
5.425,-0.0317512
5.4275,-0.0318186
5.43,-0.0318861
5.4325,-0.0319538
5.435,-0.0320217
5.4375,-0.0320898
5.44,-0.032158
5.4425,-0.0322263
5.445,-0.0322949
5.4475,-0.0323636
5.45,-0.0324324
5.4525,-0.0325015
5.455,-0.0325707
5.4575,-0.0326401
5.46,-0.0327096
5.4625,-0.0327793
5.465,-0.0328492
5.4675,-0.0329192
5.47,-0.0329895
5.4725,-0.0330599
5.475,-0.0331304
5.4775,-0.0332012
5.48,-0.0332721
5.4825,-0.0333432
5.485,-0.0334144
5.4875,-0.0334859
5.49,-0.0335575
5.4925,-0.0336293
5.495,-0.0337013
5.4975,-0.0337734
5.5,-0.0338457
5.5025,-0.0339182
5.505,-0.0339909
5.5075,-0.0340638
5.51,-0.0341368
5.5125,-0.03421
5.515,-0.0342834
5.5175,-0.034357
5.52,-0.0344308
5.5225,-0.0345047
5.525,-0.0345788
5.5275,-0.0346532
5.53,-0.0347276
5.5325,-0.0348023
5.535,-0.0348772
5.5375,-0.0349523
5.54,-0.0350275
5.5425,-0.0351029
5.545,-0.0351785
5.5475,-0.0352543
5.55,-0.0353303
5.5525,-0.0354065
5.555,-0.0354829
5.5575,-0.0355594
5.56,-0.0356362
5.5625,-0.0357131
5.565,-0.0357903
5.5675,-0.0358676
5.57,-0.0359451
5.5725,-0.0360229
5.575,-0.0361008
5.5775,-0.0361789
5.58,-0.0362572
5.5825,-0.0363357
5.585,-0.0364144
5.5875,-0.0364933
5.59,-0.0365724
5.5925,-0.0366517
5.595,-0.0367312
5.5975,-0.0368109
5.6,-0.0368908
5.6025,-0.0369709
5.605,-0.0370512
5.6075,-0.0371317
5.61,-0.0372124
5.6125,-0.0372933
5.615,-0.0373744
5.6175,-0.0374558
5.62,-0.0375373
5.6225,-0.037619
5.625,-0.037701
5.6275,-0.0377831
5.63,-0.0378655
5.6325,-0.0379481
5.635,-0.0380308
5.6375,-0.0381138
5.64,-0.038197
5.6425,-0.0382805
5.645,-0.0383641
5.6475,-0.0384479
5.65,-0.038532
5.6525,-0.0386163
5.655,-0.0387007
5.6575,-0.0387855
5.66,-0.0388704
5.6625,-0.0389555
5.665,-0.0390409
5.6675,-0.0391264
5.67,-0.0392122
5.6725,-0.0392983
5.675,-0.0393845
5.6775,-0.039471
5.68,-0.0395576
5.6825,-0.0396446
5.685,-0.0397317
5.6875,-0.039819
5.69,-0.0399066
5.6925,-0.0399944
5.695,-0.0400825
5.6975,-0.0401707
5.7,-0.0402592
5.7025,-0.040348
5.705,-0.0404369
5.7075,-0.0405261
5.71,-0.0406155
5.7125,-0.0407051
5.715,-0.040795
5.7175,-0.0408851
5.72,-0.0409755
5.7225,-0.0410661
5.725,-0.0411569
5.7275,-0.0412479
5.73,-0.0413392
5.7325,-0.0414308
5.735,-0.0415225
5.7375,-0.0416146
5.74,-0.0417068
5.7425,-0.0417993
5.745,-0.041892
5.7475,-0.041985
5.75,-0.0420782
5.7525,-0.0421717
5.755,-0.0422654
5.7575,-0.0423594
5.76,-0.0424536
5.7625,-0.0425481
5.765,-0.0426428
5.7675,-0.0427377
5.77,-0.0428329
5.7725,-0.0429284
5.775,-0.0430241
5.7775,-0.0431201
5.78,-0.0432163
5.7825,-0.0433127
5.785,-0.0434095
5.7875,-0.0435065
5.79,-0.0436037
5.7925,-0.0437012
5.795,-0.043799
5.7975,-0.043897
5.8,-0.0439952
5.8025,-0.0440938
5.805,-0.0441926
5.8075,-0.0442917
5.81,-0.044391
5.8125,-0.0444906
5.815,-0.0445905
5.8175,-0.0446906
5.82,-0.044791
5.8225,-0.0448916
5.825,-0.0449926
5.8275,-0.0450938
5.83,-0.0451953
5.8325,-0.045297
5.835,-0.045399
5.8375,-0.0455013
5.84,-0.0456039
5.8425,-0.0457068
5.845,-0.0458099
5.8475,-0.0459133
5.85,-0.046017
5.8525,-0.0461209
5.855,-0.0462252
5.8575,-0.0463297
5.86,-0.0464345
5.8625,-0.0465396
5.865,-0.046645
5.8675,-0.0467507
5.87,-0.0468566
5.8725,-0.0469629
5.875,-0.0470694
5.8775,-0.0471762
5.88,-0.0472833
5.8825,-0.0473907
5.885,-0.0474984
5.8875,-0.0476064
5.89,-0.0477147
5.8925,-0.0478232
5.895,-0.0479321
5.8975,-0.0480413
5.9,-0.0481508
5.9025,-0.0482605
5.905,-0.0483706
5.9075,-0.048481
5.91,-0.0485917
5.9125,-0.0487026
5.915,-0.0488139
5.9175,-0.0489255
5.92,-0.0490374
5.9225,-0.0491496
5.925,-0.0492621
5.9275,-0.049375
5.93,-0.0494881
5.9325,-0.0496015
5.935,-0.0497153
5.9375,-0.0498294
5.94,-0.0499438
5.9425,-0.0500585
5.945,-0.0501735
5.9475,-0.0502889
5.95,-0.0504046
5.9525,-0.0505206
5.955,-0.0506369
5.9575,-0.0507535
5.96,-0.0508705
5.9625,-0.0509878
5.965,-0.0511054
5.9675,-0.0512233
5.97,-0.0513416
5.9725,-0.0514602
5.975,-0.0515791
5.9775,-0.0516984
5.98,-0.051818
5.9825,-0.051938
5.985,-0.0520582
5.9875,-0.0521789
5.99,-0.0522998
5.9925,-0.0524211
5.995,-0.0525428
5.9975,-0.0526647
6,-0.0527871
6.0025,-0.0529097
6.005,-0.0530327
6.0075,-0.0531561
6.01,-0.0532798
6.0125,-0.0534039
6.015,-0.0535283
6.0175,-0.0536531
6.02,-0.0537782
6.0225,-0.0539037
6.025,-0.0540295
6.0275,-0.0541557
6.03,-0.0542822
6.0325,-0.0544092
6.035,-0.0545364
6.0375,-0.0546641
6.04,-0.0547921
6.0425,-0.0549204
6.045,-0.0550492
6.0475,-0.0551783
6.05,-0.0553077
6.0525,-0.0554376
6.055,-0.0555678
6.0575,-0.0556984
6.06,-0.0558293
6.0625,-0.0559607
6.065,-0.0560924
6.0675,-0.0562245
6.07,-0.056357
6.0725,-0.0564898
6.075,-0.0566231
6.0775,-0.0567567
6.08,-0.0568907
6.0825,-0.0570251
6.085,-0.0571599
6.0875,-0.0572951
6.09,-0.0574307
6.0925,-0.0575666
6.095,-0.057703
6.0975,-0.0578398
6.1,-0.0579769
6.1025,-0.0581145
6.105,-0.0582524
6.1075,-0.0583908
6.11,-0.0585296
6.1125,-0.0586687
6.115,-0.0588083
6.1175,-0.0589483
6.12,-0.0590887
6.1225,-0.0592295
6.125,-0.0593707
6.1275,-0.0595124
6.13,-0.0596544
6.1325,-0.0597969
6.135,-0.0599398
6.1375,-0.0600831
6.14,-0.0602268
6.1425,-0.0603709
6.145,-0.0605155
6.1475,-0.0606605
6.15,-0.060806
6.1525,-0.0609518
6.155,-0.0610981
6.1575,-0.0612449
6.16,-0.061392
6.1625,-0.0615396
6.165,-0.0616877
6.1675,-0.0618362
6.17,-0.0619851
6.1725,-0.0621345
6.175,-0.0622843
6.1775,-0.0624345
6.18,-0.0625852
6.1825,-0.0627364
6.185,-0.062888
6.1875,-0.0630401
6.19,-0.0631926
6.1925,-0.0633456
6.195,-0.063499
6.1975,-0.0636529
6.2,-0.0638073
6.2025,-0.0639621
6.205,-0.0641174
6.2075,-0.0642731
6.21,-0.0644294
6.2125,-0.0645861
6.215,-0.0647433
6.2175,-0.0649009
6.22,-0.065059
6.2225,-0.0652176
6.225,-0.0653767
6.2275,-0.0655363
6.23,-0.0656963
6.2325,-0.0658569
6.235,-0.0660179
6.2375,-0.0661794
6.24,-0.0663414
6.2425,-0.066504
6.245,-0.066667
6.2475,-0.0668305
6.25,-0.0669945
6.2525,-0.067159
6.255,-0.067324
6.2575,-0.0674895
6.26,-0.0676555
6.2625,-0.067822
6.265,-0.0679891
6.2675,-0.0681566
6.27,-0.0683247
6.2725,-0.0684933
6.275,-0.0686624
6.2775,-0.068832
6.28,-0.0690022
6.2825,-0.0691728
6.285,-0.069344
6.2875,-0.0695158
6.29,-0.069688
6.2925,-0.0698609
6.295,-0.0700342
6.2975,-0.0702081
6.3,-0.0703825
6.3025,-0.0705575
6.305,-0.070733
6.3075,-0.070909
6.31,-0.0710856
6.3125,-0.0712628
6.315,-0.0714405
6.3175,-0.0716188
6.32,-0.0717976
6.3225,-0.071977
6.325,-0.0721569
6.3275,-0.0723374
6.33,-0.0725185
6.3325,-0.0727002
6.335,-0.0728824
6.3375,-0.0730652
6.34,-0.0732486
6.3425,-0.0734325
6.345,-0.0736171
6.3475,-0.0738022
6.35,-0.0739879
6.3525,-0.0741742
6.355,-0.0743611
6.3575,-0.0745485
6.36,-0.0747366
6.3625,-0.0749253
6.365,-0.0751146
6.3675,-0.0753044
6.37,-0.0754949
6.3725,-0.075686
6.375,-0.0758777
6.3775,-0.07607
6.38,-0.076263
6.3825,-0.0764565
6.385,-0.0766507
6.3875,-0.0768455
6.39,-0.0770409
6.3925,-0.0772369
6.395,-0.0774336
6.3975,-0.0776309
6.4,-0.0778288
6.4025,-0.0780274
6.405,-0.0782267
6.4075,-0.0784265
6.41,-0.078627
6.4125,-0.0788282
6.415,-0.07903
6.4175,-0.0792325
6.42,-0.0794356
6.4225,-0.0796394
6.425,-0.0798439
6.4275,-0.080049
6.43,-0.0802548
6.4325,-0.0804612
6.435,-0.0806684
6.4375,-0.0808762
6.44,-0.0810847
6.4425,-0.0812938
6.445,-0.0815037
6.4475,-0.0817142
6.45,-0.0819255
6.4525,-0.0821374
6.455,-0.08235
6.4575,-0.0825634
6.46,-0.0827774
6.4625,-0.0829921
6.465,-0.0832076
6.4675,-0.0834237
6.47,-0.0836406
6.4725,-0.0838582
6.475,-0.0840765
6.4775,-0.0842956
6.48,-0.0845153
6.4825,-0.0847358
6.485,-0.0849571
6.4875,-0.085179
6.49,-0.0854017
6.4925,-0.0856252
6.495,-0.0858494
6.4975,-0.0860743
6.5,-0.0863
6.5025,-0.0865265
6.505,-0.0867537
6.5075,-0.0869817
6.51,-0.0872104
6.5125,-0.08744
6.515,-0.0876702
6.5175,-0.0879013
6.52,-0.0881331
6.5225,-0.0883658
6.525,-0.0885992
6.5275,-0.0888334
6.53,-0.0890684
6.5325,-0.0893042
6.535,-0.0895407
6.5375,-0.0897781
6.54,-0.0900163
6.5425,-0.0902553
6.545,-0.0904952
6.5475,-0.0907358
6.55,-0.0909773
6.5525,-0.0912196
6.555,-0.0914627
6.5575,-0.0917066
6.56,-0.0919514
6.5625,-0.092197
6.565,-0.0924435
6.5675,-0.0926908
6.57,-0.092939
6.5725,-0.093188
6.575,-0.0934379
6.5775,-0.0936886
6.58,-0.0939402
6.5825,-0.0941927
6.585,-0.094446
6.5875,-0.0947002
6.59,-0.0949553
6.5925,-0.0952113
6.595,-0.0954682
6.5975,-0.095726
6.6,-0.0959847
6.6025,-0.0962442
6.605,-0.0965047
6.6075,-0.0967661
6.61,-0.0970284
6.6125,-0.0972916
6.615,-0.0975557
6.6175,-0.0978208
6.62,-0.0980868
6.6225,-0.0983537
6.625,-0.0986216
6.6275,-0.0988904
6.63,-0.0991602
6.6325,-0.0994309
6.635,-0.0997025
6.6375,-0.0999751
6.64,-0.100249
6.6425,-0.100523
6.645,-0.100799
6.6475,-0.101075
6.65,-0.101353
6.6525,-0.101631
6.655,-0.101911
6.6575,-0.102191
6.66,-0.102473
6.6625,-0.102755
6.665,-0.103039
6.6675,-0.103323
6.67,-0.103609
6.6725,-0.103895
6.675,-0.104183
6.6775,-0.104471
6.68,-0.104761
6.6825,-0.105052
6.685,-0.105343
6.6875,-0.105636
6.69,-0.10593
6.6925,-0.106225
6.695,-0.106521
6.6975,-0.106818
6.7,-0.107116
6.7025,-0.107415
6.705,-0.107715
6.7075,-0.108017
6.71,-0.108319
6.7125,-0.108623
6.715,-0.108927
6.7175,-0.109233
6.72,-0.10954
6.7225,-0.109848
6.725,-0.110157
6.7275,-0.110468
6.73,-0.110779
6.7325,-0.111092
6.735,-0.111405
6.7375,-0.11172
6.74,-0.112036
6.7425,-0.112354
6.745,-0.112672
6.7475,-0.112991
6.75,-0.113312
6.7525,-0.113634
6.755,-0.113957
6.7575,-0.114282
6.76,-0.114607
6.7625,-0.114934
6.765,-0.115262
6.7675,-0.115591
6.77,-0.115922
6.7725,-0.116253
6.775,-0.116586
6.7775,-0.11692
6.78,-0.117256
6.7825,-0.117592
6.785,-0.11793
6.7875,-0.118269
6.79,-0.11861
6.7925,-0.118952
6.795,-0.119295
6.7975,-0.119639
6.8,-0.119985
6.8025,-0.120332
6.805,-0.12068
6.8075,-0.12103
6.81,-0.121381
6.8125,-0.121733
6.815,-0.122086
6.8175,-0.122441
6.82,-0.122798
6.8225,-0.123155
6.825,-0.123514
6.8275,-0.123875
6.83,-0.124237
6.8325,-0.1246
6.835,-0.124964
6.8375,-0.12533
6.84,-0.125698
6.8425,-0.126067
6.845,-0.126437
6.8475,-0.126809
6.85,-0.127182
6.8525,-0.127556
6.855,-0.127932
6.8575,-0.12831
6.86,-0.128689
6.8625,-0.129069
6.865,-0.129451
6.8675,-0.129834
6.87,-0.130219
6.8725,-0.130606
6.875,-0.130994
6.8775,-0.131383
6.88,-0.131774
6.8825,-0.132166
6.885,-0.13256
6.8875,-0.132956
6.89,-0.133353
6.8925,-0.133752
6.895,-0.134152
6.8975,-0.134554
6.9,-0.134958
6.9025,-0.135363
6.905,-0.135769
6.9075,-0.136178
6.91,-0.136587
6.9125,-0.136999
6.915,-0.137412
6.9175,-0.137827
6.92,-0.138244
6.9225,-0.138662
6.925,-0.139082
6.9275,-0.139503
6.93,-0.139926
6.9325,-0.140351
6.935,-0.140778
6.9375,-0.141206
6.94,-0.141636
6.9425,-0.142068
6.945,-0.142502
6.9475,-0.142937
6.95,-0.143374
6.9525,-0.143813
6.955,-0.144253
6.9575,-0.144696
6.96,-0.14514
6.9625,-0.145586
6.965,-0.146034
6.9675,-0.146484
6.97,-0.146935
6.9725,-0.147389
6.975,-0.147844
6.9775,-0.148301
6.98,-0.14876
6.9825,-0.149221
6.985,-0.149684
6.9875,-0.150148
6.99,-0.150615
6.9925,-0.151083
6.995,-0.151554
6.9975,-0.152026
7,-0.152501
7.0025,-0.152977
7.005,-0.153455
7.0075,-0.153936
7.01,-0.154418
7.0125,-0.154903
7.015,-0.155389
7.0175,-0.155877
7.02,-0.156368
7.0225,-0.15686
7.025,-0.157355
7.0275,-0.157852
7.03,-0.15835
7.0325,-0.158851
7.035,-0.159354
7.0375,-0.159859
